56.jpg originAngle =  : -17.90032254012768
348.jpg originAngle =  : -17.664775623362896
349.jpg originAngle =  : -16.68616748436034
350.jpg originAngle =  : -75.46141965634419
351.jpg originAngle =  : -77.97669390654171
352.jpg originAngle =  : -80.3914221313059
353.jpg originAngle =  : -26.508153698747208
354.jpg originAngle =  : -29.17147133482939
355.jpg originAngle =  : -32.038258909957015
356.jpg originAngle =  : -66.05840283106403
357.jpg originAngle =  : -67.93464341302256
358.jpg originAngle =  : -67.2296210912378
359.jpg originAngle =  : -71.46517484678297
360.jpg originAngle =  : -66.29489267866353
361.jpg originAngle =  : -70.18103818758891
362.jpg originAngle =  : -71.75208787781254
363.jpg originAngle =  : -81.26266061688125
364.jpg originAngle =  : -25.47940104562201
365.jpg originAngle =  : -88.21337150090525
366.jpg originAngle =  : -27.39737682996722
367.jpg originAngle =  : -28.388613409432814
368.jpg originAngle =  : -60.78634332343434
369.jpg originAngle =  : -73.37641868605537
370.jpg originAngle =  : -32.11538061689935
371.jpg originAngle =  : -32.55547827379168
372.jpg originAngle =  : -33.62264092631693
373.jpg originAngle =  : -34.813698991451005
374.jpg originAngle =  : -35.53767779197439
375.jpg originAngle =  : -71.87601571949487
376.jpg originAngle =  : -35.82938357405382
377.jpg originAngle =  : -59.743562836470744
378.jpg originAngle =  : -84.25771672219584
379.jpg originAngle =  : -85.07109084432788
384.jpg originAngle =  : -46.63657704161672
386.jpg originAngle =  : -57.07458605883008
387.jpg originAngle =  : -59.34933204294715
388.jpg originAngle =  : -61.14074386376711
389.jpg originAngle =  : -65.1144364804078
390.jpg originAngle =  : -68.19859051364818
391.jpg originAngle =  : -65.60626061383682
392.jpg originAngle =  : -66.25422673720614
393.jpg originAngle =  : -70.70995378081128
394.jpg originAngle =  : -66.52647983294943
395.jpg originAngle =  : -70.75355049336612
396.jpg originAngle =  : -71.72828657449693
397.jpg originAngle =  : -74.13950763709899
398.jpg originAngle =  : -77.2367865521302
399.jpg originAngle =  : -79.27326170739414
400.jpg originAngle =  : -79.71421717368908
401.jpg originAngle =  : -82.19695874034693
402.jpg originAngle =  : -84.79616137326408
403.jpg originAngle =  : -83.08877288097528
404.jpg originAngle =  : -81.11462980036086
405.jpg originAngle =  : -88.55990663820405
407.jpg originAngle =  : -81.49318246786865
408.jpg originAngle =  : -55.862000182378615
409.jpg originAngle =  : -84.62900530446429
410.jpg originAngle =  : -63.03428556712985
411.jpg originAngle =  : -89.15747573925945
412.jpg originAngle =  : -72.59308696690198
413.jpg originAngle =  : -77.56455849747236
414.jpg originAngle =  : -84.28940686250037
415.jpg originAngle =  : -89.20057588668257
419.jpg originAngle =  : -70.99716006537076
424.jpg originAngle =  : -66.84086032669505
425.jpg originAngle =  : -71.78898664016107
426.jpg originAngle =  : -73.6160895941689
427.jpg originAngle =  : -72.48485851961298
428.jpg originAngle =  : -76.06148911022923
429.jpg originAngle =  : -78.17851165939275
431.jpg originAngle =  : -71.81773213876231
432.jpg originAngle =  : -74.55755339993047
433.jpg originAngle =  : -80.05501025619903
434.jpg originAngle =  : -73.99825223181521
435.jpg originAngle =  : -78.7498544046417
436.jpg originAngle =  : -82.66767282530608
437.jpg originAngle =  : -83.33201983858444
438.jpg originAngle =  : -73.39508913129478
439.jpg originAngle =  : -76.88920100362546
440.jpg originAngle =  : -81.32865806862625
441.jpg originAngle =  : -84.16050768848264
442.jpg originAngle =  : -81.13332395585576
443.jpg originAngle =  : -86.93727912842367
444.jpg originAngle =  : -88.23920145471578
445.jpg originAngle =  : -72.43972794819932
446.jpg originAngle =  : -84.7311416985471
447.jpg originAngle =  : -79.85337734145683
448.jpg originAngle =  : -70.07576906571444
449.jpg originAngle =  : -72.62596286734221
450.jpg originAngle =  : -78.33575110709202
451.jpg originAngle =  : -80.31373271059462
452.jpg originAngle =  : -83.29617471037373
453.jpg originAngle =  : -89.43273359014152
454.jpg originAngle =  : -81.84821933453905
455.jpg originAngle =  : -78.38851357611152
456.jpg originAngle =  : -84.62660226040609
465.jpg originAngle =  : -78.29356327084668
466.jpg originAngle =  : -81.52885536698517
467.jpg originAngle =  : -85.02525439947816
468.jpg originAngle =  : -80.74853450972952
469.jpg originAngle =  : -69.14003962878455
470.jpg originAngle =  : -80.16791345461915
471.jpg originAngle =  : -81.2789197931225
472.jpg originAngle =  : -85.7444542625833
473.jpg originAngle =  : -85.79764678761539
474.jpg originAngle =  : -77.72123462903697
475.jpg originAngle =  : -81.66165845028993
476.jpg originAngle =  : -84.06583454045101
477.jpg originAngle =  : -81.0165567381652
478.jpg originAngle =  : -69.2858251556513
479.jpg originAngle =  : -77.86769654598159
480.jpg originAngle =  : -82.63106403780799
481.jpg originAngle =  : -79.5625246488818
482.jpg originAngle =  : -81.50025258399701
483.jpg originAngle =  : -82.50143282752308
484.jpg originAngle =  : -78.42212351117726
485.jpg originAngle =  : -83.91010593693169
486.jpg originAngle =  : -83.21102542556117
487.jpg originAngle =  : -85.54573704272032
488.jpg originAngle =  : -87.12735241083801
489.jpg originAngle =  : -77.69198418257209
491.jpg originAngle =  : -81.40146218369408
504.jpg originAngle =  : -13.713271806952525
505.jpg originAngle =  : -10.636206378320042
506.jpg originAngle =  : -10.673633456697814
507.jpg originAngle =  : -13.794965642975868
508.jpg originAngle =  : -16.755748929198983
509.jpg originAngle =  : -17.039798516690656
510.jpg originAngle =  : -17.215178942325817
511.jpg originAngle =  : -18.207667802780872
512.jpg originAngle =  : -18.497204263304056
513.jpg originAngle =  : -18.47640741157138
514.jpg originAngle =  : -18.621579366487577
515.jpg originAngle =  : -18.538933789539655
516.jpg originAngle =  : -19.35561986595109
517.jpg originAngle =  : -21.008781738419678
518.jpg originAngle =  : -21.826288242718363
519.jpg originAngle =  : -20.907980471009658
520.jpg originAngle =  : -22.915388472707175
521.jpg originAngle =  : -23.873253976203973
522.jpg originAngle =  : -22.967989550225795
523.jpg originAngle =  : -23.536352598737405
524.jpg originAngle =  : -24.27444113443946
525.jpg originAngle =  : -25.230009843941755
526.jpg originAngle =  : -26.961449926196984
527.jpg originAngle =  : -27.024633134607956
528.jpg originAngle =  : -29.17458112604875
529.jpg originAngle =  : -30.05922331535494
530.jpg originAngle =  : -28.4454535573563
531.jpg originAngle =  : -29.931511840507792
532.jpg originAngle =  : -30.271216813978686
533.jpg originAngle =  : -30.77536171735812
534.jpg originAngle =  : -35.95727458994874
535.jpg originAngle =  : -35.0204943933684
536.jpg originAngle =  : -34.646209412158
537.jpg originAngle =  : -34.19486309453562
538.jpg originAngle =  : -34.5483670560113
539.jpg originAngle =  : -34.782561212492176
540.jpg originAngle =  : -31.40021995296012
541.jpg originAngle =  : -32.98650387242138
542.jpg originAngle =  : -35.28067573871317
543.jpg originAngle =  : -33.4248111826038
544.jpg originAngle =  : -33.01806339439087
545.jpg originAngle =  : -34.26280873985603
546.jpg originAngle =  : -34.21803416790818
